payment_id,loan_id,customer_id,due_date,payment_date,payment_amount,days_late,payment_status
LP0000363,L00020,C00008,2026-02-28,2026-03-02,46091.31,2,Paid
LP0000364,L00020,C00008,2026-03-28,2026-04-01,45789.45,4,Paid
LP0000365,L00020,C00008,2026-04-28,2026-05-08,45775.95,10,Late
LP0000366,L00020,C00008,2026-05-28,2026-06-04,46134.5,7,Late
LP0000367,L00020,C00008,2026-06-28,2026-07-04,45839.69,6,Late
LP0000368,L00020,C00008,2026-07-28,2026-08-04,48211.57,7,Late
LP0000369,L00020,C00008,2026-08-28,2026-09-07,47360.56,10,Late
LP0000370,L00021,C00122,2024-06-28,2024-06-30,6487.42,2,Paid
LP0000371,L00021,C00122,2024-07-28,2024-08-01,6394.62,4,Paid
LP0000372,L00021,C00122,2024-08-28,2024-09-06,6445.48,9,Late
LP0000373,L00021,C00122,2024-09-28,2024-10-01,6635.0,3,Paid
LP0000374,L00021,C00122,2024-10-28,2024-11-03,6403.23,6,Late
LP0000375,L00021,C00122,2024-11-28,2024-12-07,6463.21,9,Late
LP0000376,L00021,C00122,2024-12-28,2025-01-02,6481.78,5,Paid
LP0000377,L00021,C00122,2025-01-28,2025-02-06,6472.51,9,Late
LP0000378,L00021,C00122,2025-02-28,2025-03-07,6547.87,7,Late
LP0000379,L00021,C00122,2025-03-28,2025-04-04,6635.19,7,Late
LP0000380,L00021,C00122,2025-04-28,2025-05-01,6407.57,3,Paid
LP0000381,L00021,C00122,2025-05-28,2025-06-02,6336.4,5,Paid
LP0000382,L00021,C00122,2025-06-28,2025-07-05,6506.91,7,Late
LP0000383,L00021,C00122,2025-07-28,2025-08-05,6392.55,8,Late
LP0000384,L00021,C00122,2025-08-28,2025-09-04,6569.11,7,Late
LP0000385,L00021,C00122,2025-09-28,2025-10-06,6546.37,8,Late
LP0000386,L00021,C00122,2025-10-28,2025-11-07,6520.23,10,Late
LP0000387,L00021,C00122,2025-11-28,2025-12-08,6594.59,10,Late
LP0000388,L00021,C00122,2025-12-28,2026-01-04,6302.14,7,Late
LP0000389,L00021,C00122,2026-01-28,2026-01-29,6566.61,1,Paid
LP0000390,L00021,C00122,2026-02-28,2026-03-09,6464.21,9,Late
LP0000391,L00021,C00122,2026-03-28,2026-04-01,6359.22,4,Paid
LP0000392,L00021,C00122,2026-04-28,2026-05-07,6618.05,9,Late
LP0000393,L00021,C00122,2026-05-28,2026-05-29,6612.68,1,Paid
LP0000394,L00022,C00119,2025-08-28,2025-08-31,15153.62,3,Paid
LP0000395,L00022,C00119,2025-09-28,2025-10-03,14562.86,5,Paid
LP0000396,L00022,C00119,2025-10-28,2025-11-04,14625.11,7,Late
LP0000397,L00022,C00119,2025-11-28,2025-12-05,14832.14,7,Late
LP0000398,L00022,C00119,2025-12-28,2025-12-31,14792.24,3,Paid
LP0000399,L00022,C00119,2026-01-28,2026-01-30,14472.24,2,Paid
LP0000400,L00022,C00119,2026-02-28,2026-03-03,14853.71,3,Paid
LP0000401,L00022,C00119,2026-03-28,2026-04-16,10164.15,19,Partial
LP0000402,L00022,C00119,2026-04-28,,0,100,Missed
LP0000403,L00022,C00119,2026-05-28,2026-07-05,10905.64,38,Partial
LP0000404,L00022,C00119,2026-06-28,2026-07-27,12388.4,29,Partial
LP0000405,L00022,C00119,2026-07-28,2026-08-14,13466.0,17,Partial
LP0000406,L00022,C00119,2026-08-28,2026-10-02,14239.3,35,Partial
LP0000407,L00023,C00698,2024-06-28,2024-07-07,83051.47,9,Late
LP0000408,L00023,C00698,2024-07-28,2024-08-01,84788.5,4,Paid
LP0000409,L00023,C00698,2024-08-28,2024-08-29,85237.51,1,Paid
LP0000410,L00023,C00698,2024-09-28,2024-10-04,84641.71,6,Late
LP0000411,L00023,C00698,2024-10-28,2024-11-02,84448.17,5,Paid
LP0000412,L00023,C00698,2024-11-28,2024-12-03,86732.36,5,Paid
LP0000413,L00023,C00698,2024-12-28,2024-12-29,85922.81,1,Paid
LP0000414,L00023,C00698,2025-01-28,2025-02-01,84543.31,4,Paid
LP0000415,L00023,C00698,2025-02-28,2025-03-02,84479.32,2,Paid
LP0000416,L00023,C00698,2025-03-28,2025-03-30,87401.6,2,Paid
LP0000417,L00023,C00698,2025-04-28,2025-05-05,83517.84,7,Late
LP0000418,L00023,C00698,2025-05-28,2025-05-30,83955.69,2,Paid
LP0000419,L00023,C00698,2025-06-28,2025-07-01,84256.08,3,Paid
LP0000420,L00023,C00698,2025-07-28,2025-07-28,86965.51,0,Paid
LP0000421,L00023,C00698,2025-08-28,2025-09-03,84714.34,6,Late
LP0000422,L00023,C00698,2025-09-28,2025-10-01,84897.22,3,Paid
LP0000423,L00023,C00698,2025-10-28,2025-10-31,87489.14,3,Paid
LP0000424,L00023,C00698,2025-11-28,2025-12-03,86132.66,5,Paid
LP0000425,L00023,C00698,2025-12-28,2026-01-04,84599.02,7,Late
LP0000426,L00023,C00698,2026-01-28,2026-02-06,86430.46,9,Late
LP0000427,L00023,C00698,2026-02-28,2026-02-28,85915.98,0,Paid
LP0000428,L00023,C00698,2026-03-28,2026-03-30,85574.35,2,Paid
LP0000429,L00023,C00698,2026-04-28,2026-04-29,86039.64,1,Paid
LP0000430,L00023,C00698,2026-05-28,2026-05-28,85685.12,0,Paid
LP0000431,L00024,C00344,2025-06-28,2025-07-06,58514.01,8,Late
LP0000432,L00024,C00344,2025-07-28,2025-08-07,57939.32,10,Late
LP0000433,L00024,C00344,2025-08-28,2025-09-04,58568.29,7,Late
LP0000434,L00024,C00344,2025-09-28,2025-10-06,57310.75,8,Late
LP0000435,L00024,C00344,2025-10-28,2025-11-04,60254.57,7,Late
LP0000436,L00024,C00344,2025-11-28,2025-12-05,59789.8,7,Late
LP0000437,L00024,C00344,2025-12-28,2026-01-03,57666.47,6,Late
LP0000438,L00024,C00344,2026-01-28,2026-02-06,60070.96,9,Late
LP0000439,L00024,C00344,2026-02-28,,0,112,Missed
LP0000440,L00024,C00344,2026-03-28,2026-05-06,54678.29,39,Partial
LP0000441,L00024,C00344,2026-04-28,,0,93,Missed
LP0000442,L00024,C00344,2026-05-28,2026-07-02,43873.76,35,Partial
LP0000443,L00024,C00344,2026-06-28,2026-07-16,52433.47,18,Partial
LP0000444,L00024,C00344,2026-07-28,2026-09-04,37399.25,38,Partial
LP0000445,L00024,C00344,2026-08-28,,0,120,Missed
LP0000446,L00025,C00316,2025-06-28,2025-06-30,5005.13,2,Paid
LP0000447,L00025,C00316,2025-07-28,2025-07-30,5107.98,2,Paid
LP0000448,L00025,C00316,2025-08-28,2025-08-28,5030.7,0,Paid
LP0000449,L00025,C00316,2025-09-28,2025-09-28,5103.18,0,Paid
LP0000450,L00025,C00316,2025-10-28,2025-11-06,4894.9,9,Late
LP0000451,L00025,C00316,2025-11-28,2025-11-30,5031.74,2,Paid
LP0000452,L00025,C00316,2025-12-28,2025-12-30,4946.67,2,Paid
LP0000453,L00025,C00316,2026-01-28,2026-01-30,4959.77,2,Paid
LP0000454,L00025,C00316,2026-02-28,2026-03-02,4929.02,2,Paid
LP0000455,L00025,C00316,2026-03-28,2026-04-03,4896.77,6,Late
LP0000456,L00025,C00316,2026-04-28,2026-05-03,5011.26,5,Paid
LP0000457,L00025,C00316,2026-05-28,2026-06-07,4849.25,10,Late
LP0000458,L00025,C00316,2026-06-28,2026-07-03,4952.82,5,Paid
LP0000459,L00025,C00316,2026-07-28,2026-07-29,4846.05,1,Paid
LP0000460,L00025,C00316,2026-08-28,2026-09-04,4921.22,7,Late
LP0000461,L00026,C00695,2024-06-28,2024-07-07,27352.95,9,Late
LP0000462,L00026,C00695,2024-07-28,2024-08-04,26720.49,7,Late
LP0000463,L00026,C00695,2024-08-28,2024-09-07,26967.78,10,Late
LP0000464,L00026,C00695,2024-09-28,2024-09-29,27623.79,1,Paid
LP0000465,L00026,C00695,2024-10-28,2024-11-06,27738.07,9,Late
LP0000466,L00026,C00695,2024-11-28,2024-12-06,27204.4,8,Late
LP0000467,L00026,C00695,2024-12-28,2024-12-28,28058.26,0,Paid
LP0000468,L00026,C00695,2025-01-28,2025-02-07,27270.6,10,Late
LP0000469,L00026,C00695,2025-02-28,2025-02-28,27260.83,0,Paid
LP0000470,L00026,C00695,2025-03-28,2025-04-02,27702.55,5,Paid
LP0000471,L00026,C00695,2025-04-28,2025-05-06,27770.61,8,Late
LP0000472,L00026,C00695,2025-05-28,2025-06-02,26771.55,5,Paid
LP0000473,L00026,C00695,2025-06-28,2025-07-04,27005.41,6,Late
LP0000474,L00026,C00695,2025-07-28,2025-08-07,27232.0,10,Late
LP0000475,L00026,C00695,2025-08-28,2025-09-03,27304.57,6,Late
LP0000476,L00026,C00695,2025-09-28,2025-10-07,27998.27,9,Late
LP0000477,L00026,C00695,2025-10-28,2025-10-28,27710.09,0,Paid
LP0000478,L00026,C00695,2025-11-28,2025-11-28,27022.54,0,Paid
LP0000479,L00026,C00695,2025-12-28,2025-12-31,27845.29,3,Paid
LP0000480,L00026,C00695,2026-01-28,2026-02-03,27442.72,6,Late
LP0000481,L00026,C00695,2026-02-28,2026-03-07,26748.44,7,Late
LP0000482,L00026,C00695,2026-03-28,2026-03-30,27326.09,2,Paid
LP0000483,L00026,C00695,2026-04-28,2026-05-03,27086.23,5,Paid
LP0000484,L00026,C00695,2026-05-28,2026-05-31,27355.64,3,Paid
LP0000485,L00027,C00634,2026-04-28,2026-04-28,3747.28,0,Paid
LP0000486,L00027,C00634,2026-05-28,2026-05-30,3671.33,2,Paid
LP0000487,L00027,C00634,2026-06-28,2026-07-06,3771.3,8,Late
LP0000488,L00027,C00634,2026-07-28,2026-07-31,3663.9,3,Paid
LP0000489,L00027,C00634,2026-08-28,2026-09-05,3734.7,8,Late
LP0000490,L00028,C00099,2024-05-28,2024-05-29,18085.83,1,Paid
LP0000491,L00028,C00099,2024-06-28,2024-07-07,17955.99,9,Late
LP0000492,L00028,C00099,2024-07-28,2024-07-29,18013.19,1,Paid
LP0000493,L00028,C00099,2024-08-28,2024-08-29,18295.38,1,Paid
LP0000494,L00028,C00099,2024-09-28,2024-09-28,18725.5,0,Paid
LP0000495,L00028,C00099,2024-10-28,2024-11-03,18525.14,6,Late
LP0000496,L00028,C00099,2024-11-28,2024-12-07,17807.27,9,Late
LP0000497,L00028,C00099,2024-12-28,2025-01-05,18177.26,8,Late
LP0000498,L00028,C00099,2025-01-28,2025-01-31,17805.07,3,Paid
LP0000499,L00028,C00099,2025-02-28,2025-03-08,18055.08,8,Late
LP0000500,L00028,C00099,2025-03-28,2025-04-05,17992.85,8,Late
LP0000501,L00028,C00099,2025-04-28,2025-05-04,18623.91,6,Late
LP0000502,L00028,C00099,2025-05-28,2025-06-05,18789.33,8,Late
LP0000503,L00028,C00099,2025-06-28,,0,55,Missed
LP0000504,L00028,C00099,2025-07-28,,0,73,Missed
LP0000505,L00028,C00099,2025-08-28,,0,81,Missed
LP0000506,L00028,C00099,2025-09-28,2025-11-04,18278.42,37,Partial
LP0000507,L00028,C00099,2025-10-28,,0,61,Missed
LP0000508,L00028,C00099,2025-11-28,,0,30,Missed
LP0000509,L00028,C00099,2025-12-28,2026-02-23,16094.3,57,Partial
LP0000510,L00028,C00099,2026-01-28,2026-03-06,15194.2,37,Partial
LP0000511,L00028,C00099,2026-02-28,,0,52,Missed
LP0000512,L00028,C00099,2026-03-28,2026-05-16,16514.3,49,Partial
LP0000513,L00028,C00099,2026-04-28,2026-05-17,13758.57,19,Partial
LP0000514,L00029,C00854,2023-05-28,2023-05-28,97144.93,0,Paid
LP0000515,L00029,C00854,2023-06-28,2023-07-03,98173.02,5,Paid
LP0000516,L00029,C00854,2023-07-28,2023-08-05,96100.13,8,Late
LP0000517,L00029,C00854,2023-08-28,2023-08-31,95493.13,3,Paid
LP0000518,L00029,C00854,2023-09-28,2023-10-06,95200.15,8,Late
LP0000519,L00029,C00854,2023-10-28,2023-11-02,98047.29,5,Paid
LP0000520,L00029,C00854,2023-11-28,2023-12-08,94373.11,10,Late
LP0000521,L00029,C00854,2023-12-28,2024-01-05,93634.47,8,Late
LP0000522,L00029,C00854,2024-01-28,2024-02-01,98955.48,4,Paid
LP0000523,L00029,C00854,2024-02-28,2024-02-28,98098.1,0,Paid
LP0000524,L00029,C00854,2024-03-28,2024-03-29,95650.67,1,Paid
LP0000525,L00029,C00854,2024-04-28,2024-05-05,97763.6,7,Late
LP0000526,L00029,C00854,2024-05-28,2024-06-01,96865.38,4,Paid
LP0000527,L00029,C00854,2024-06-28,,0,31,Missed
LP0000528,L00029,C00854,2024-07-28,2024-09-24,68837.98,58,Partial
LP0000529,L00029,C00854,2024-08-28,,0,111,Missed
LP0000530,L00029,C00854,2024-09-28,2024-10-18,94919.21,20,Partial
LP0000531,L00029,C00854,2024-10-28,2024-11-29,49004.11,32,Partial
LP0000532,L00029,C00854,2024-11-28,2024-12-15,65375.73,17,Partial
LP0000533,L00029,C00854,2024-12-28,2025-02-16,63235.35,50,Partial
LP0000534,L00029,C00854,2025-01-28,,0,112,Missed
LP0000535,L00029,C00854,2025-02-28,2025-04-14,54473.9,45,Partial
LP0000536,L00029,C00854,2025-03-28,,0,103,Missed
LP0000537,L00029,C00854,2025-04-28,2025-06-06,92877.67,39,Partial
LP0000538,L00030,C00478,2023-04-28,2023-05-02,12687.12,4,Paid
LP0000539,L00030,C00478,2023-05-28,2023-06-01,12699.85,4,Paid
LP0000540,L00030,C00478,2023-06-28,2023-07-03,12558.62,5,Paid
LP0000541,L00030,C00478,2023-07-28,2023-08-02,12787.05,5,Paid
LP0000542,L00030,C00478,2023-08-28,2023-09-07,12851.56,10,Late
LP0000543,L00030,C00478,2023-09-28,2023-09-28,12924.11,0,Paid
LP0000544,L00030,C00478,2023-10-28,2023-10-31,12824.42,3,Paid
LP0000545,L00030,C00478,2023-11-28,2023-12-04,12387.73,6,Late
LP0000546,L00030,C00478,2023-12-28,2023-12-31,12533.17,3,Paid
LP0000547,L00030,C00478,2024-01-28,2024-02-04,12333.99,7,Late
LP0000548,L00030,C00478,2024-02-28,2024-03-01,12458.25,2,Paid
LP0000549,L00030,C00478,2024-03-28,2024-04-02,12811.34,5,Paid
LP0000550,L00030,C00478,2024-04-28,2024-04-29,12594.49,1,Paid
LP0000551,L00030,C00478,2024-05-28,2024-06-05,12779.82,8,Late
LP0000552,L00030,C00478,2024-06-28,2024-07-01,12492.35,3,Paid
LP0000553,L00030,C00478,2024-07-28,2024-08-01,12886.95,4,Paid
LP0000554,L00030,C00478,2024-08-28,2024-09-07,12367.17,10,Late
LP0000555,L00030,C00478,2024-09-28,2024-10-02,12717.31,4,Paid
LP0000556,L00030,C00478,2024-10-28,2024-11-06,12705.04,9,Late
LP0000557,L00030,C00478,2024-11-28,2024-12-04,12531.6,6,Late
LP0000558,L00030,C00478,2024-12-28,2024-12-31,12735.69,3,Paid
LP0000559,L00030,C00478,2025-01-28,2025-01-28,12810.73,0,Paid
LP0000560,L00030,C00478,2025-02-28,2025-02-28,12424.56,0,Paid
LP0000561,L00030,C00478,2025-03-28,2025-03-31,12675.56,3,Paid
LP0000562,L00031,C00693,2025-12-28,2026-01-05,5141.81,8,Late
LP0000563,L00031,C00693,2026-01-28,2026-02-05,5411.72,8,Late
LP0000564,L00031,C00693,2026-02-28,2026-03-08,5389.88,8,Late
LP0000565,L00031,C00693,2026-03-28,2026-04-03,5293.55,6,Late
LP0000566,L00031,C00693,2026-04-28,2026-04-30,5403.58,2,Paid
LP0000567,L00031,C00693,2026-05-28,2026-05-29,5231.85,1,Paid
LP0000568,L00031,C00693,2026-06-28,2026-07-08,5318.82,10,Late
LP0000569,L00031,C00693,2026-07-28,2026-07-29,5370.73,1,Paid
LP0000570,L00031,C00693,2026-08-28,2026-08-28,5315.41,0,Paid
LP0000571,L00032,C00512,2025-11-28,2025-12-06,17947.5,8,Late
LP0000572,L00032,C00512,2025-12-28,2025-12-31,17033.23,3,Paid
LP0000573,L00032,C00512,2026-01-28,2026-01-28,17955.04,0,Paid
LP0000574,L00032,C00512,2026-02-28,2026-03-08,17972.03,8,Late
LP0000575,L00032,C00512,2026-03-28,2026-04-03,17973.11,6,Late
LP0000576,L00032,C00512,2026-04-28,2026-05-06,17911.64,8,Late
LP0000577,L00032,C00512,2026-05-28,2026-05-29,17189.89,1,Paid
LP0000578,L00032,C00512,2026-06-28,2026-06-28,17197.17,0,Paid
LP0000579,L00032,C00512,2026-07-28,2026-08-07,17528.34,10,Late
LP0000580,L00032,C00512,2026-08-28,2026-09-03,17588.3,6,Late
LP0000581,L00033,C00211,2025-02-28,2025-03-10,27687.58,10,Late
LP0000582,L00033,C00211,2025-03-28,2025-03-29,27999.56,1,Paid
LP0000583,L00033,C00211,2025-04-28,2025-04-29,28026.98,1,Paid
LP0000584,L00033,C00211,2025-05-28,2025-06-02,27823.88,5,Paid
LP0000585,L00033,C00211,2025-06-28,2025-07-04,28033.81,6,Late
LP0000586,L00033,C00211,2025-07-28,2025-07-30,28007.79,2,Paid
LP0000587,L00033,C00211,2025-08-28,2025-08-31,27570.83,3,Paid
LP0000588,L00033,C00211,2025-09-28,2025-10-03,27752.62,5,Paid
LP0000589,L00033,C00211,2025-10-28,2025-10-29,27597.13,1,Paid
LP0000590,L00033,C00211,2025-11-28,2025-12-04,28386.86,6,Late
LP0000591,L00033,C00211,2025-12-28,,0,50,Missed
LP0000592,L00033,C00211,2026-01-28,,0,93,Missed
LP0000593,L00033,C00211,2026-02-28,2026-04-01,18476.67,32,Partial
LP0000594,L00033,C00211,2026-03-28,,0,37,Missed
LP0000595,L00033,C00211,2026-04-28,2026-06-10,21250.57,43,Partial
LP0000596,L00033,C00211,2026-05-28,2026-06-26,17382.26,29,Partial
LP0000597,L00033,C00211,2026-06-28,2026-07-19,25038.76,21,Partial
LP0000598,L00033,C00211,2026-07-28,,0,65,Missed
LP0000599,L00033,C00211,2026-08-28,,0,40,Missed
LP0000600,L00034,C00641,2025-08-28,2025-09-01,8199.27,4,Paid
LP0000601,L00034,C00641,2025-09-28,2025-10-02,8012.87,4,Paid
LP0000602,L00034,C00641,2025-10-28,2025-11-03,7957.49,6,Late
LP0000603,L00034,C00641,2025-11-28,2025-12-02,7923.5,4,Paid
LP0000604,L00034,C00641,2025-12-28,2025-12-29,7975.34,1,Paid
LP0000605,L00034,C00641,2026-01-28,2026-02-03,7922.9,6,Late
LP0000606,L00034,C00641,2026-02-28,2026-03-05,8125.92,5,Paid
LP0000607,L00034,C00641,2026-03-28,2026-04-05,8153.73,8,Late
LP0000608,L00034,C00641,2026-04-28,2026-04-30,8086.08,2,Paid
LP0000609,L00034,C00641,2026-05-28,2026-06-03,8153.09,6,Late
LP0000610,L00034,C00641,2026-06-28,2026-07-02,8148.2,4,Paid
LP0000611,L00034,C00641,2026-07-28,2026-08-02,7920.83,5,Paid
LP0000612,L00034,C00641,2026-08-28,2026-09-07,8121.57,10,Late
LP0000613,L00035,C00828,2024-08-28,2024-09-06,19840.31,9,Late
LP0000614,L00035,C00828,2024-09-28,2024-09-29,19883.65,1,Paid
LP0000615,L00035,C00828,2024-10-28,2024-11-04,19559.1,7,Late
LP0000616,L00035,C00828,2024-11-28,2024-12-02,19602.64,4,Paid
LP0000617,L00035,C00828,2024-12-28,2025-01-04,19875.78,7,Late
LP0000618,L00035,C00828,2025-01-28,2025-01-30,18931.33,2,Paid
LP0000619,L00035,C00828,2025-02-28,2025-03-03,19854.84,3,Paid
LP0000620,L00035,C00828,2025-03-28,2025-03-31,19426.4,3,Paid
LP0000621,L00035,C00828,2025-04-28,2025-05-07,19365.51,9,Late
LP0000622,L00035,C00828,2025-05-28,2025-06-02,19767.54,5,Paid
LP0000623,L00035,C00828,2025-06-28,2025-07-02,19958.19,4,Paid
LP0000624,L00035,C00828,2025-07-28,2025-08-04,19690.56,7,Late
LP0000625,L00035,C00828,2025-08-28,2025-08-28,19731.4,0,Paid
LP0000626,L00035,C00828,2025-09-28,2025-10-05,19235.86,7,Late
LP0000627,L00035,C00828,2025-10-28,2025-11-07,19048.45,10,Late
LP0000628,L00035,C00828,2025-11-28,2025-12-04,19212.72,6,Late
LP0000629,L00035,C00828,2025-12-28,2026-01-01,18910.84,4,Paid
LP0000630,L00035,C00828,2026-01-28,2026-01-30,19415.98,2,Paid
LP0000631,L00035,C00828,2026-02-28,2026-03-01,19129.46,1,Paid
LP0000632,L00035,C00828,2026-03-28,2026-03-31,19237.14,3,Paid
LP0000633,L00035,C00828,2026-04-28,2026-05-03,19319.95,5,Paid
LP0000634,L00035,C00828,2026-05-28,2026-06-03,19007.8,6,Late
LP0000635,L00035,C00828,2026-06-28,2026-07-01,19074.54,3,Paid
LP0000636,L00035,C00828,2026-07-28,2026-08-03,19748.75,6,Late
LP0000637,L00036,C00188,2022-12-28,2022-12-29,25278.77,1,Paid
LP0000638,L00036,C00188,2023-01-28,2023-02-01,26407.33,4,Paid
LP0000639,L00036,C00188,2023-02-28,2023-03-05,25490.04,5,Paid
LP0000640,L00036,C00188,2023-03-28,2023-03-28,25846.6,0,Paid
LP0000641,L00036,C00188,2023-04-28,2023-05-03,25379.65,5,Paid
LP0000642,L00036,C00188,2023-05-28,2023-05-30,26302.16,2,Paid
LP0000643,L00036,C00188,2023-06-28,2023-07-08,25516.83,10,Late
LP0000644,L00036,C00188,2023-07-28,2023-07-30,26295.28,2,Paid
LP0000645,L00036,C00188,2023-08-28,2023-09-02,24968.17,5,Paid
LP0000646,L00036,C00188,2023-09-28,2023-10-04,26351.38,6,Late
LP0000647,L00036,C00188,2023-10-28,2023-11-05,25943.82,8,Late
LP0000648,L00036,C00188,2023-11-28,2023-12-06,26354.66,8,Late
LP0000649,L00036,C00188,2023-12-28,2024-01-07,26311.55,10,Late
LP0000650,L00036,C00188,2024-01-28,2024-03-13,18507.49,45,Partial
LP0000651,L00036,C00188,2024-02-28,,0,54,Missed
LP0000652,L00036,C00188,2024-03-28,,0,118,Missed
LP0000653,L00036,C00188,2024-04-28,,0,109,Missed
LP0000654,L00036,C00188,2024-05-28,2024-06-27,24910.31,30,Partial
LP0000655,L00036,C00188,2024-06-28,,0,50,Missed
LP0000656,L00036,C00188,2024-07-28,,0,49,Missed
LP0000657,L00036,C00188,2024-08-28,,0,87,Missed
LP0000658,L00036,C00188,2024-09-28,,0,85,Missed
LP0000659,L00036,C00188,2024-10-28,,0,94,Missed
LP0000660,L00036,C00188,2024-11-28,2024-12-31,20334.72,33,Partial
LP0000661,L00037,C00748,2022-07-28,2022-08-03,44618.12,6,Late
LP0000662,L00037,C00748,2022-08-28,2022-09-04,44892.54,7,Late
LP0000663,L00037,C00748,2022-09-28,2022-10-05,45192.77,7,Late
LP0000664,L00037,C00748,2022-10-28,2022-11-06,45014.96,9,Late
LP0000665,L00037,C00748,2022-11-28,2022-12-07,43955.96,9,Late
LP0000666,L00037,C00748,2022-12-28,2023-01-06,44813.51,9,Late
LP0000667,L00037,C00748,2023-01-28,2023-01-29,43720.17,1,Paid
LP0000668,L00037,C00748,2023-02-28,2023-03-07,44108.35,7,Late
LP0000669,L00037,C00748,2023-03-28,2023-04-04,43601.92,7,Late
LP0000670,L00037,C00748,2023-04-28,2023-05-04,44274.73,6,Late
LP0000671,L00037,C00748,2023-05-28,2023-06-01,45077.25,4,Paid
LP0000672,L00037,C00748,2023-06-28,2023-07-07,45757.37,9,Late
LP0000673,L00037,C00748,2023-07-28,2023-07-28,45612.83,0,Paid
LP0000674,L00037,C00748,2023-08-28,,0,113,Missed
LP0000675,L00037,C00748,2023-09-28,2023-10-26,36642.16,28,Partial
LP0000676,L00037,C00748,2023-10-28,,0,39,Missed
LP0000677,L00037,C00748,2023-11-28,,0,56,Missed
LP0000678,L00037,C00748,2023-12-28,2024-02-02,35544.92,36,Partial
LP0000679,L00037,C00748,2024-01-28,,0,56,Missed
LP0000680,L00037,C00748,2024-02-28,2024-03-26,27191.87,27,Partial
LP0000681,L00037,C00748,2024-03-28,2024-05-24,39965.92,57,Partial
LP0000682,L00037,C00748,2024-04-28,2024-06-07,24605.19,40,Partial
LP0000683,L00037,C00748,2024-05-28,2024-06-27,22511.3,30,Partial
LP0000684,L00037,C00748,2024-06-28,,0,37,Missed
LP0000685,L00038,C00857,2025-09-28,2025-09-29,3439.4,1,Paid
LP0000686,L00038,C00857,2025-10-28,2025-10-31,3364.6,3,Paid
LP0000687,L00038,C00857,2025-11-28,2025-12-07,3393.61,9,Late
LP0000688,L00038,C00857,2025-12-28,2026-01-02,3456.31,5,Paid
LP0000689,L00038,C00857,2026-01-28,2026-01-29,3285.79,1,Paid
LP0000690,L00038,C00857,2026-02-28,2026-03-04,3419.94,4,Paid
LP0000691,L00038,C00857,2026-03-28,2026-04-07,3444.0,10,Late
LP0000692,L00038,C00857,2026-04-28,2026-05-07,3361.23,9,Late
LP0000693,L00038,C00857,2026-05-28,2026-05-29,3336.08,1,Paid
LP0000694,L00038,C00857,2026-06-28,2026-07-01,3316.02,3,Paid
LP0000695,L00038,C00857,2026-07-28,2026-07-29,3437.17,1,Paid
LP0000696,L00038,C00857,2026-08-28,2026-09-06,3425.71,9,Late
LP0000697,L00039,C00871,2023-10-28,2023-10-28,7221.8,0,Paid
LP0000698,L00039,C00871,2023-11-28,2023-12-04,6938.15,6,Late
LP0000699,L00039,C00871,2023-12-28,2024-01-03,7295.68,6,Late
LP0000700,L00039,C00871,2024-01-28,2024-01-31,7239.8,3,Paid
LP0000701,L00039,C00871,2024-02-28,2024-03-04,6958.43,5,Paid
LP0000702,L00039,C00871,2024-03-28,2024-04-03,6949.11,6,Late
LP0000703,L00039,C00871,2024-04-28,2024-04-30,7108.87,2,Paid
LP0000704,L00039,C00871,2024-05-28,2024-06-07,7007.74,10,Late
LP0000705,L00039,C00871,2024-06-28,2024-06-30,7066.21,2,Paid
LP0000706,L00039,C00871,2024-07-28,2024-08-04,7169.67,7,Late
LP0000707,L00039,C00871,2024-08-28,2024-09-06,6989.4,9,Late
LP0000708,L00039,C00871,2024-09-28,2024-10-03,6977.8,5,Paid
LP0000709,L00039,C00871,2024-10-28,2024-11-05,7358.76,8,Late
LP0000710,L00039,C00871,2024-11-28,2024-11-30,7305.46,2,Paid
LP0000711,L00039,C00871,2024-12-28,2025-01-03,7345.27,6,Late
LP0000712,L00039,C00871,2025-01-28,2025-01-29,7337.16,1,Paid
LP0000713,L00039,C00871,2025-02-28,2025-03-03,7077.54,3,Paid
LP0000714,L00039,C00871,2025-03-28,2025-04-03,6986.64,6,Late
LP0000715,L00039,C00871,2025-04-28,2025-04-28,7159.88,0,Paid
LP0000716,L00039,C00871,2025-05-28,2025-05-28,6966.06,0,Paid
LP0000717,L00039,C00871,2025-06-28,2025-07-05,7294.96,7,Late
LP0000718,L00039,C00871,2025-07-28,2025-08-06,7145.75,9,Late
LP0000719,L00039,C00871,2025-08-28,2025-09-07,6940.45,10,Late
LP0000720,L00039,C00871,2025-09-28,2025-09-30,7236.96,2,Paid
LP0000721,L00040,C00424,2025-02-28,2025-03-08,8964.34,8,Late
LP0000722,L00040,C00424,2025-03-28,2025-04-06,9480.48,9,Late
LP0000723,L00040,C00424,2025-04-28,2025-05-05,9283.72,7,Late
