complaint_id,customer_id,branch_id,complaint_date,complaint_type,severity,complaint_status,resolved_date,service_cost
CP001305,C00433,B009,2025-03-12,Unauthorized Transaction,Low,Closed,2025-03-15,482.13
CP001306,C00665,B024,2024-10-10,Account Service,Medium,Closed,2024-10-17,149.32
CP001307,C00214,B018,2026-02-08,Account Service,High,Closed,2026-02-19,60.07
CP001308,C00796,B022,2026-06-18,App/Login,Medium,Closed,2026-06-21,563.96
CP001309,C00888,B024,2024-03-29,Card Issue,High,Closed,2024-04-11,282.28
CP001310,C00795,B009,2024-05-08,Loan Service,Medium,Closed,2024-05-12,275.96
CP001311,C00307,B004,2026-07-03,Account Service,Low,Closed,2026-07-04,110.7
CP001312,C00592,B014,2024-06-12,Loan Service,Low,Closed,2024-06-19,590.39
CP001313,C00336,B018,2025-05-25,Account Service,Medium,Closed,2025-05-28,304.42
CP001314,C00541,B004,2026-08-28,Unauthorized Transaction,Medium,Closed,2026-09-01,574.95
CP001315,C00434,B011,2024-05-09,Loan Service,High,Closed,2024-05-12,170.05
CP001316,C00350,B024,2026-02-22,Card Issue,High,Closed,2026-03-02,235.48
CP001317,C00418,B022,2024-10-24,Loan Service,Low,Closed,2024-10-28,110.16
CP001318,C00390,B021,2025-01-23,App/Login,Critical,Closed,2025-01-27,693.0
CP001319,C00421,B021,2026-01-25,Charges/Fees,Medium,Closed,2026-01-30,603.21
CP001320,C00640,B006,2024-08-25,Loan Service,Medium,Closed,2024-09-05,407.72
CP001321,C00028,B013,2024-06-14,ATM,High,Open,,302.06
CP001322,C00066,B019,2024-07-04,App/Login,Low,Open,,684.27
CP001323,C00408,B025,2024-02-21,App/Login,Medium,Closed,2024-02-26,260.08
CP001324,C00402,B009,2025-03-26,Loan Service,Medium,Closed,2025-04-02,477.2
CP001325,C00448,B025,2026-08-21,Charges/Fees,Medium,Closed,2026-08-26,619.06
CP001326,C00929,B009,2025-04-11,Loan Service,Low,Closed,2025-04-20,308.33
CP001327,C00045,B025,2024-12-20,App/Login,Medium,Closed,2024-12-24,64.98
CP001328,C00394,B010,2025-05-28,Charges/Fees,Medium,Closed,2025-06-04,629.65
CP001329,C00100,B003,2025-03-18,Account Service,Medium,Closed,2025-03-28,467.03
CP001330,C00571,B004,2024-12-06,Charges/Fees,Medium,Closed,2024-12-06,689.43
CP001331,C00380,B025,2026-07-16,Account Service,Medium,Closed,2026-07-24,366.26
CP001332,C00644,B001,2026-05-14,Loan Service,Medium,Closed,2026-05-15,302.14
CP001333,C00959,B023,2024-06-21,App/Login,Low,Closed,2024-06-23,450.23
CP001334,C00400,B014,2026-03-05,Charges/Fees,High,Closed,2026-03-18,679.09
CP001335,C00552,B017,2024-07-29,Account Service,Low,Closed,2024-08-08,602.08
CP001336,C00919,B024,2026-06-27,Card Issue,High,Closed,2026-07-18,613.16
CP001337,C00738,B017,2025-11-18,Unauthorized Transaction,High,Closed,2025-11-30,78.05
CP001338,C00633,B019,2024-09-29,Card Issue,Medium,Open,,212.31
CP001339,C00899,B014,2025-12-17,Unauthorized Transaction,Medium,Closed,2025-12-20,661.72
CP001340,C00546,B011,2024-10-06,ATM,Medium,Closed,2024-10-12,385.11
CP001341,C00800,B009,2025-12-28,ATM,Low,Closed,2026-01-06,331.42
CP001342,C00883,B011,2025-04-09,Unauthorized Transaction,Low,Closed,2025-04-15,374.84
CP001343,C00880,B018,2024-02-13,Account Service,Low,Closed,2024-02-13,470.27
CP001344,C00241,B003,2025-09-19,Charges/Fees,High,Closed,2025-10-14,421.09
CP001345,C00003,B022,2025-08-08,Charges/Fees,Low,Closed,2025-08-08,367.19
CP001346,C00704,B003,2025-10-30,App/Login,Low,Closed,2025-10-30,652.45
CP001347,C00955,B023,2025-12-06,Charges/Fees,Low,Closed,2025-12-12,681.11
CP001348,C00741,B014,2026-06-16,ATM,Low,Open,,71.53
CP001349,C00371,B018,2025-08-24,App/Login,High,Closed,2025-09-10,160.69
CP001350,C00036,B001,2026-03-12,Charges/Fees,High,Closed,2026-03-17,139.97
CP001351,C00261,B018,2025-11-25,Loan Service,Low,Closed,2025-12-07,95.54
CP001352,C00740,B019,2024-01-27,ATM,Low,Closed,2024-02-08,550.18
CP001353,C00805,B001,2026-07-11,Account Service,Medium,Closed,2026-07-15,336.74
CP001354,C00238,B024,2024-03-31,Charges/Fees,Medium,Closed,2024-04-06,307.94
CP001355,C00155,B006,2024-03-02,Loan Service,Low,Closed,2024-03-11,102.58
CP001356,C00077,B010,2025-12-25,Account Service,Medium,Closed,2026-01-02,227.23
CP001357,C00969,B019,2026-03-25,Account Service,High,Closed,2026-04-18,278.53
CP001358,C00549,B012,2025-02-06,Charges/Fees,Low,Open,,452.53
CP001359,C00897,B002,2026-02-01,Account Service,Low,Closed,2026-02-09,526.83
CP001360,C00595,B024,2025-05-11,Charges/Fees,Medium,Closed,2025-05-22,515.1
CP001361,C00224,B024,2026-02-05,ATM,Medium,Closed,2026-02-12,227.05
CP001362,C00132,B005,2026-08-28,Account Service,Medium,Closed,2026-09-07,656.49
CP001363,C00256,B006,2025-10-28,App/Login,Low,Closed,2025-11-01,575.69
CP001364,C00841,B004,2024-02-16,Account Service,Medium,Closed,2024-02-22,616.79
CP001365,C00343,B024,2026-04-04,Loan Service,Medium,Closed,2026-04-16,259.18
CP001366,C00616,B012,2026-05-25,Charges/Fees,Low,Closed,2026-05-26,524.84
CP001367,C00436,B023,2025-02-16,Charges/Fees,High,Closed,2025-02-22,207.44
CP001368,C00787,B015,2025-08-08,Account Service,Low,Closed,2025-08-18,326.37
CP001369,C00119,B012,2026-08-21,Loan Service,Low,Closed,2026-08-30,81.57
CP001370,C00828,B003,2026-03-05,App/Login,Low,Closed,2026-03-08,263.24
CP001371,C00156,B010,2026-07-24,Account Service,Medium,Closed,2026-08-05,625.28
CP001372,C00843,B004,2025-06-05,Loan Service,Low,Closed,2025-06-14,588.29
CP001373,C00673,B005,2025-10-20,Loan Service,Medium,Closed,2025-10-21,552.2
CP001374,C00709,B011,2026-07-14,App/Login,Medium,Closed,2026-07-16,581.25
CP001375,C00867,B015,2024-07-05,Card Issue,Low,Closed,2024-07-13,454.77
CP001376,C00893,B008,2026-02-20,Card Issue,High,Closed,2026-02-24,498.01
CP001377,C00564,B008,2024-12-07,Unauthorized Transaction,Low,Closed,2024-12-19,382.47
CP001378,C00530,B012,2026-04-24,Charges/Fees,High,Closed,2026-05-03,281.29
CP001379,C00829,B014,2025-03-03,Loan Service,Medium,Closed,2025-03-12,141.06
CP001380,C00714,B008,2024-02-18,App/Login,Medium,Open,,384.26
CP001381,C00314,B010,2024-07-20,ATM,Medium,Closed,2024-07-30,244.57
CP001382,C00892,B013,2024-03-13,Charges/Fees,High,Closed,2024-04-04,194.8
CP001383,C00377,B009,2025-06-25,Card Issue,Medium,Closed,2025-07-03,265.32
CP001384,C00166,B015,2026-07-28,Loan Service,Medium,Closed,2026-07-28,507.24
CP001385,C00192,B006,2025-06-10,App/Login,Low,Closed,2025-06-11,51.56
CP001386,C00642,B016,2025-12-05,Charges/Fees,High,Closed,2025-12-13,251.77
CP001387,C00837,B007,2025-12-15,Account Service,Low,Closed,2025-12-20,688.35
CP001388,C00526,B022,2025-02-13,Account Service,Medium,Closed,2025-02-15,75.12
CP001389,C00595,B024,2024-07-08,Account Service,High,Closed,2024-08-02,227.1
CP001390,C00552,B017,2025-08-25,Loan Service,Low,Closed,2025-09-04,643.15
CP001391,C00593,B002,2026-03-05,Card Issue,Low,Open,,676.06
CP001392,C00056,B015,2025-09-22,Charges/Fees,High,Open,,535.8
CP001393,C00334,B012,2024-08-26,Card Issue,Low,Open,,365.19
CP001394,C00907,B014,2024-04-03,Charges/Fees,Low,Closed,2024-04-11,487.28
CP001395,C00285,B009,2026-03-27,Charges/Fees,Critical,Closed,2026-04-04,868.48
CP001396,C00079,B012,2025-02-04,Account Service,Low,Closed,2025-02-14,556.3
CP001397,C00355,B012,2025-08-27,Loan Service,Medium,Closed,2025-09-03,361.76
CP001398,C00050,B004,2025-12-04,Card Issue,High,Closed,2025-12-24,567.81
CP001399,C00165,B003,2024-05-12,Unauthorized Transaction,High,Closed,2024-05-23,629.3
CP001400,C00782,B024,2026-08-08,Card Issue,Medium,Closed,2026-08-17,560.77
CP001401,C00789,B007,2025-02-18,Loan Service,High,Open,,472.51
CP001402,C00549,B012,2024-05-19,App/Login,Low,Closed,2024-05-20,471.39
CP001403,C00905,B022,2025-02-18,App/Login,Medium,Closed,2025-02-18,361.01
CP001404,C00518,B013,2025-02-22,Loan Service,Low,Closed,2025-02-27,478.75
CP001405,C00054,B015,2024-05-16,Unauthorized Transaction,Low,Closed,2024-05-21,157.26
CP001406,C00963,B024,2024-07-20,Account Service,High,Closed,2024-07-24,621.82
CP001407,C00825,B010,2025-01-14,Card Issue,Medium,Open,,487.29
CP001408,C00584,B003,2024-07-18,Unauthorized Transaction,Medium,Closed,2024-07-19,604.87
CP001409,C00428,B024,2025-05-12,Charges/Fees,Medium,Closed,2025-05-12,345.1
CP001410,C00617,B015,2025-11-27,Loan Service,Medium,Closed,2025-11-27,353.38
CP001411,C00550,B025,2024-04-24,Card Issue,Medium,Open,,144.15
CP001412,C00222,B001,2024-12-08,Loan Service,Low,Open,,131.8
CP001413,C00352,B018,2024-04-19,App/Login,Medium,Open,,244.43
CP001414,C00957,B019,2024-04-17,App/Login,Medium,Open,,74.56
CP001415,C00726,B020,2024-12-13,ATM,Low,Closed,2024-12-18,575.57
CP001416,C00538,B025,2025-05-27,Card Issue,Low,Closed,2025-06-07,529.79
CP001417,C00956,B001,2024-10-08,Account Service,Low,Closed,2024-10-12,280.62
CP001418,C00692,B017,2024-11-24,Account Service,High,Closed,2024-12-11,54.31
CP001419,C00852,B010,2025-10-02,Charges/Fees,Low,Closed,2025-10-07,241.17
CP001420,C00559,B014,2026-06-01,Charges/Fees,Low,Closed,2026-06-02,294.24
CP001421,C00851,B014,2026-01-16,Unauthorized Transaction,Low,Closed,2026-01-22,156.25
CP001422,C00927,B008,2024-08-31,Loan Service,High,Closed,2024-09-22,247.64
CP001423,C00938,B024,2024-04-01,Unauthorized Transaction,Medium,Closed,2024-04-13,181.4
CP001424,C00263,B005,2024-03-10,Card Issue,High,Closed,2024-04-04,120.24
CP001425,C00335,B005,2025-01-04,Card Issue,Medium,Open,,80.86
CP001426,C00318,B010,2025-05-15,ATM,Low,Closed,2025-05-15,695.16
CP001427,C00773,B001,2025-10-19,Unauthorized Transaction,Medium,Open,,404.3
CP001428,C00286,B017,2025-01-29,Loan Service,Medium,Closed,2025-01-29,596.3
CP001429,C00561,B009,2026-05-15,Charges/Fees,High,Closed,2026-06-03,636.37
CP001430,C00120,B012,2025-12-31,ATM,High,Closed,2026-01-16,682.62
CP001431,C00788,B020,2026-02-04,ATM,Medium,Closed,2026-02-05,339.99
CP001432,C00641,B001,2026-08-27,Account Service,Medium,Open,,564.64
CP001433,C00138,B017,2024-10-22,ATM,Low,Closed,2024-11-01,474.41
CP001434,C00100,B003,2024-06-12,Unauthorized Transaction,High,Closed,2024-07-03,357.58
CP001435,C00504,B014,2024-09-10,App/Login,High,Closed,2024-09-28,173.23
CP001436,C00087,B021,2026-08-26,ATM,Low,Closed,2026-09-01,120.42
CP001437,C00241,B003,2025-08-21,App/Login,Medium,Closed,2025-08-22,346.73
CP001438,C00483,B005,2026-01-29,Loan Service,High,Closed,2026-02-03,353.75
CP001439,C00325,B024,2024-01-11,App/Login,Medium,Closed,2024-01-20,263.45
CP001440,C00439,B024,2025-02-06,App/Login,Low,Closed,2025-02-12,690.02
CP001441,C00435,B006,2025-04-23,Unauthorized Transaction,Critical,Closed,2025-05-03,220.99
CP001442,C00424,B025,2025-10-05,Loan Service,Medium,Open,,134.26
CP001443,C00722,B013,2024-03-06,App/Login,Low,Closed,2024-03-12,281.24
CP001444,C00581,B017,2024-04-06,Loan Service,High,Closed,2024-04-17,291.55
CP001445,C00599,B017,2024-12-15,ATM,Critical,Closed,2025-01-04,1081.86
CP001446,C00997,B021,2024-04-20,Account Service,Medium,Closed,2024-04-27,476.21
CP001447,C00310,B019,2025-01-14,Loan Service,Medium,Closed,2025-01-22,371.77
CP001448,C00022,B022,2024-06-27,Card Issue,Medium,Closed,2024-06-28,483.95
CP001449,C00946,B008,2024-12-10,Charges/Fees,Medium,Closed,2024-12-13,398.32
CP001450,C00434,B011,2026-08-01,Account Service,Low,Closed,2026-08-08,474.86
CP001451,C00726,B020,2025-10-05,Charges/Fees,High,Closed,2025-10-25,690.5
CP001452,C00716,B008,2024-11-15,App/Login,High,Closed,2024-11-20,489.48
CP001453,C00171,B018,2025-03-07,Loan Service,Low,Open,,620.3
CP001454,C00251,B002,2024-10-11,Loan Service,Medium,Closed,2024-10-12,252.69
CP001455,C00180,B022,2025-02-02,Unauthorized Transaction,Critical,Closed,2025-02-12,639.57
CP001456,C00777,B001,2024-06-11,App/Login,Low,Closed,2024-06-15,249.0
CP001457,C00964,B019,2025-04-22,Account Service,Low,Closed,2025-04-23,692.46
CP001458,C00878,B017,2024-03-21,Account Service,Low,Open,,347.41
CP001459,C00364,B009,2026-07-30,ATM,Medium,Closed,2026-08-08,409.55
CP001460,C00997,B021,2024-03-13,Card Issue,Critical,Closed,2024-04-07,624.87
CP001461,C00899,B014,2026-01-08,Account Service,High,Closed,2026-01-30,679.09
CP001462,C00541,B004,2026-07-27,Account Service,Low,Closed,2026-07-31,551.39
CP001463,C00551,B010,2026-03-12,Loan Service,Low,Closed,2026-03-15,520.69
CP001464,C00838,B004,2026-06-13,Account Service,Medium,Closed,2026-06-18,452.18
CP001465,C00466,B020,2025-02-22,ATM,Medium,Closed,2025-02-23,309.25
CP001466,C00431,B002,2024-10-27,Account Service,Medium,Open,,125.26
CP001467,C00661,B019,2025-12-21,Card Issue,Medium,Closed,2025-12-21,655.92
CP001468,C00734,B015,2025-04-05,Loan Service,Low,Closed,2025-04-05,51.96
CP001469,C00244,B001,2024-10-12,Unauthorized Transaction,High,Closed,2024-10-20,416.42
CP001470,C00101,B003,2024-02-29,Account Service,High,Closed,2024-03-02,298.67
CP001471,C00311,B013,2024-03-29,Card Issue,Medium,Closed,2024-03-29,499.58
CP001472,C00703,B003,2024-11-29,ATM,Medium,Closed,2024-12-01,202.57
CP001473,C00967,B006,2024-07-08,Charges/Fees,High,Closed,2024-07-16,683.57
CP001474,C00097,B010,2025-09-06,Loan Service,Medium,Closed,2025-09-12,432.55
CP001475,C00292,B002,2026-03-24,Account Service,Medium,Closed,2026-04-03,218.08
CP001476,C00862,B019,2025-05-02,Loan Service,Critical,Open,,1094.35
CP001477,C00550,B025,2025-12-03,App/Login,High,Closed,2025-12-28,682.36
CP001478,C00775,B012,2025-02-11,ATM,Medium,Closed,2025-02-17,386.49
CP001479,C00778,B024,2024-08-01,Charges/Fees,Low,Open,,190.69
CP001480,C00606,B007,2024-01-16,Charges/Fees,Medium,Closed,2024-01-21,242.76
CP001481,C00738,B017,2025-10-12,Loan Service,Medium,Open,,538.48
CP001482,C00663,B014,2025-06-01,ATM,Medium,Open,,146.33
CP001483,C00269,B024,2024-07-24,Card Issue,Low,Closed,2024-07-25,100.83
CP001484,C00281,B016,2024-07-09,Charges/Fees,High,Closed,2024-07-30,379.36
CP001485,C00686,B007,2025-09-12,Loan Service,Medium,Closed,2025-09-18,344.1
CP001486,C00640,B006,2025-02-08,App/Login,Medium,Open,,456.93
CP001487,C00039,B007,2024-01-02,ATM,Low,Closed,2024-01-09,613.18
CP001488,C00171,B018,2024-03-12,Account Service,Medium,Closed,2024-03-17,477.47
CP001489,C00519,B025,2024-10-15,Card Issue,High,Closed,2024-10-31,57.09
CP001490,C00219,B011,2026-06-10,App/Login,Low,Closed,2026-06-22,172.19
CP001491,C00929,B009,2025-03-04,Loan Service,High,Open,,103.95
CP001492,C00640,B006,2026-04-15,Account Service,High,Closed,2026-04-28,260.19
CP001493,C00541,B004,2025-12-19,Loan Service,Low,Closed,2025-12-25,532.51
CP001494,C00492,B025,2024-08-18,Loan Service,High,Open,,678.13
CP001495,C00305,B002,2024-09-30,Account Service,High,Open,,504.63
CP001496,C00452,B023,2025-10-15,Charges/Fees,Critical,Closed,2025-11-01,910.94
CP001497,C00593,B002,2026-07-12,Card Issue,Medium,Closed,2026-07-19,619.74
CP001498,C00611,B011,2025-04-30,Account Service,Low,Closed,2025-05-01,481.98
CP001499,C00135,B021,2026-02-25,Card Issue,Medium,Closed,2026-03-01,319.08
CP001500,C00294,B020,2024-02-08,Account Service,Low,Closed,2024-02-15,470.75
CP001501,C00256,B006,2025-10-27,Charges/Fees,High,Closed,2025-11-21,661.43
CP001502,C00636,B025,2024-05-01,App/Login,Low,Closed,2024-05-03,88.09
CP001503,C00738,B017,2024-01-05,App/Login,Medium,Closed,2024-01-12,654.5
CP001504,C00063,B001,2026-02-11,Unauthorized Transaction,Medium,Closed,2026-02-13,486.09
CP001505,C00746,B012,2025-09-21,Loan Service,Low,Closed,2025-09-22,576.35
CP001506,C00318,B010,2025-08-04,Loan Service,Low,Closed,2025-08-12,387.56
CP001507,C00649,B005,2024-11-08,Charges/Fees,Medium,Closed,2024-11-16,569.4
CP001508,C00527,B014,2026-07-17,Account Service,Low,Closed,2026-07-26,612.84
CP001509,C00781,B004,2026-04-01,Loan Service,Low,Open,,553.28
CP001510,C00561,B009,2024-02-20,Unauthorized Transaction,Low,Closed,2024-02-26,570.48
CP001511,C00725,B004,2026-04-26,Charges/Fees,Critical,Closed,2026-05-15,1068.96
CP001512,C00042,B010,2025-11-05,Account Service,Low,Closed,2025-11-08,187.49
CP001513,C00980,B013,2024-09-11,Loan Service,Critical,Closed,2024-09-20,324.2
CP001514,C00609,B017,2024-12-22,Charges/Fees,Medium,Closed,2024-12-24,490.43
CP001515,C00845,B011,2024-10-03,ATM,Medium,Closed,2024-10-12,176.87
CP001516,C00273,B023,2024-10-15,ATM,Medium,Closed,2024-10-16,595.01
CP001517,C00114,B023,2025-08-30,Card Issue,High,Closed,2025-09-16,533.73
CP001518,C00503,B008,2026-02-23,Unauthorized Transaction,Medium,Open,,131.07
CP001519,C00506,B023,2025-01-10,Card Issue,Low,Closed,2025-01-11,529.69
CP001520,C00735,B007,2025-09-30,ATM,Medium,Closed,2025-10-02,521.31
CP001521,C00101,B003,2025-01-28,ATM,Critical,Closed,2025-02-12,354.38
CP001522,C00689,B008,2024-02-10,ATM,High,Closed,2024-02-15,607.25
CP001523,C00664,B012,2024-10-15,Loan Service,Critical,Closed,2024-10-29,1236.81
CP001524,C00635,B005,2024-06-15,Loan Service,Medium,Closed,2024-06-20,95.98
CP001525,C00457,B014,2025-09-19,Card Issue,Medium,Closed,2025-09-19,633.82
CP001526,C00601,B022,2025-12-05,ATM,Low,Closed,2025-12-06,72.85
CP001527,C00781,B004,2026-02-27,Charges/Fees,Medium,Closed,2026-03-06,538.59
CP001528,C00119,B012,2024-12-24,Loan Service,Medium,Closed,2024-12-24,596.69
CP001529,C00311,B013,2026-08-20,Unauthorized Transaction,Low,Closed,2026-08-23,590.85
CP001530,C00658,B020,2024-08-15,Charges/Fees,Medium,Closed,2024-08-27,356.29
CP001531,C00648,B001,2026-02-25,Account Service,Medium,Closed,2026-03-01,552.57
CP001532,C00126,B022,2025-07-13,Charges/Fees,Medium,Closed,2025-07-15,149.76
CP001533,C00798,B008,2025-09-06,Loan Service,Medium,Open,,278.61
CP001534,C00752,B008,2026-06-02,Card Issue,High,Closed,2026-06-12,390.84
CP001535,C00491,B008,2026-08-02,Charges/Fees,Low,Closed,2026-08-07,474.38
CP001536,C00887,B002,2025-03-25,Card Issue,Medium,Closed,2025-03-26,249.48
CP001537,C00481,B002,2024-06-22,Account Service,Medium,Closed,2024-06-22,203.06
CP001538,C00239,B017,2025-07-20,Loan Service,Low,Closed,2025-08-01,282.78
CP001539,C00917,B011,2026-06-17,Account Service,Medium,Closed,2026-06-17,418.53
CP001540,C00581,B017,2024-09-17,Charges/Fees,Low,Closed,2024-09-28,144.49
CP001541,C00261,B018,2025-03-20,Charges/Fees,Low,Closed,2025-03-21,687.53
CP001542,C00885,B021,2026-01-07,Loan Service,High,Closed,2026-01-29,434.74
CP001543,C00380,B025,2024-07-25,Unauthorized Transaction,Medium,Closed,2024-08-02,413.73
CP001544,C00572,B010,2026-07-21,App/Login,Low,Closed,2026-07-23,650.83
CP001545,C00282,B005,2026-04-21,Account Service,High,Closed,2026-05-10,558.48
CP001546,C00797,B002,2024-01-27,Unauthorized Transaction,Low,Closed,2024-01-31,212.38
CP001547,C00779,B020,2025-11-25,Account Service,High,Open,,688.11
CP001548,C00342,B003,2024-08-09,Unauthorized Transaction,High,Closed,2024-09-02,407.94
CP001549,C00918,B021,2025-11-14,ATM,Low,Closed,2025-11-19,596.31
CP001550,C00214,B018,2024-02-24,ATM,Low,Closed,2024-02-29,579.47
CP001551,C00372,B006,2025-07-19,App/Login,High,Closed,2025-08-11,270.54
CP001552,C00917,B011,2026-01-07,App/Login,Medium,Closed,2026-01-16,302.23
CP001553,C00866,B018,2024-10-30,App/Login,Medium,Closed,2024-11-03,524.03
CP001554,C00364,B009,2024-05-19,ATM,Medium,Closed,2024-05-20,350.56
CP001555,C00456,B013,2024-12-02,Card Issue,Medium,Closed,2024-12-02,611.52
CP001556,C00080,B023,2025-04-03,Account Service,Medium,Closed,2025-04-03,500.78
CP001557,C00594,B024,2026-01-01,Charges/Fees,Low,Closed,2026-01-08,470.61
CP001558,C00895,B015,2024-04-03,Loan Service,High,Closed,2024-04-09,523.36
CP001559,C00396,B007,2025-03-04,Account Service,Medium,Closed,2025-03-10,515.27
CP001560,C00104,B012,2025-11-25,Account Service,Low,Closed,2025-12-02,281.33
CP001561,C00014,B006,2024-03-26,Charges/Fees,High,Open,,500.79
CP001562,C00817,B021,2024-09-28,ATM,Medium,Closed,2024-10-05,92.52
CP001563,C00542,B004,2025-01-31,Charges/Fees,Medium,Closed,2025-02-03,337.05
CP001564,C00030,B005,2025-04-10,Account Service,Low,Closed,2025-04-10,395.37
CP001565,C00734,B015,2025-06-16,Unauthorized Transaction,Low,Closed,2025-06-16,164.9
CP001566,C00613,B005,2026-04-26,App/Login,Medium,Closed,2026-05-08,136.49
CP001567,C00053,B002,2025-08-19,Account Service,High,Closed,2025-09-03,212.39
CP001568,C00014,B006,2024-05-23,Account Service,High,Open,,411.57
CP001569,C00928,B010,2024-12-26,ATM,Low,Closed,2024-12-26,175.6
CP001570,C00690,B020,2024-10-04,ATM,Low,Closed,2024-10-07,552.69
CP001571,C00505,B005,2025-11-06,ATM,Low,Closed,2025-11-07,163.25
CP001572,C00974,B017,2025-10-25,Account Service,High,Closed,2025-11-03,653.69
CP001573,C00152,B007,2024-02-12,Account Service,Medium,Closed,2024-02-16,592.15
CP001574,C00453,B015,2025-08-08,Account Service,Medium,Closed,2025-08-18,566.52
CP001575,C00888,B024,2025-11-06,Card Issue,Medium,Closed,2025-11-17,276.15
CP001576,C00504,B014,2026-04-21,Loan Service,Medium,Closed,2026-04-24,659.98
CP001577,C00867,B015,2026-04-21,ATM,Medium,Open,,105.54
CP001578,C00805,B001,2024-07-10,Loan Service,Medium,Closed,2024-07-21,428.66
CP001579,C00292,B002,2024-06-26,Unauthorized Transaction,High,Open,,507.03
CP001580,C00351,B021,2025-09-24,Loan Service,Medium,Closed,2025-10-04,500.54
CP001581,C00502,B020,2025-08-29,Card Issue,Low,Closed,2025-09-04,90.09
CP001582,C00170,B011,2024-03-29,ATM,Medium,Closed,2024-04-08,172.58
CP001583,C00404,B019,2025-11-27,ATM,Medium,Open,,355.47
CP001584,C00624,B001,2025-04-26,Account Service,Critical,Closed,2025-05-15,553.13
CP001585,C00215,B014,2025-06-24,Loan Service,Medium,Closed,2025-06-29,228.61
CP001586,C00536,B019,2026-01-09,Loan Service,High,Closed,2026-01-30,220.72
CP001587,C00565,B011,2024-12-12,App/Login,Low,Closed,2024-12-20,249.77
CP001588,C00357,B013,2025-07-28,ATM,Medium,Closed,2025-08-07,515.42
CP001589,C00415,B016,2024-12-08,App/Login,Medium,Closed,2024-12-15,191.13
CP001590,C00346,B015,2026-03-06,ATM,Medium,Closed,2026-03-13,117.26
CP001591,C00907,B014,2024-10-01,Card Issue,Medium,Open,,226.6
CP001592,C00712,B019,2024-06-20,App/Login,Critical,Closed,2024-07-06,475.15
CP001593,C00091,B018,2024-04-19,Card Issue,Medium,Closed,2024-04-28,102.7
CP001594,C00021,B012,2025-09-16,Card Issue,Low,Closed,2025-09-25,665.83
CP001595,C00540,B007,2024-01-12,Unauthorized Transaction,High,Closed,2024-01-21,356.78
CP001596,C00625,B017,2025-10-18,ATM,Low,Closed,2025-10-22,99.91
CP001597,C00180,B022,2025-11-27,Account Service,Low,Closed,2025-12-07,215.9
CP001598,C00654,B006,2025-08-29,Card Issue,Medium,Closed,2025-09-02,449.48
CP001599,C00458,B020,2025-04-30,Charges/Fees,High,Closed,2025-05-03,273.57
CP001600,C00250,B002,2025-09-12,App/Login,High,Closed,2025-09-20,149.1
CP001601,C00711,B020,2026-01-12,Charges/Fees,High,Closed,2026-01-21,476.26
CP001602,C00475,B018,2026-03-04,Charges/Fees,Medium,Open,,686.06
CP001603,C00538,B025,2024-03-11,Loan Service,Medium,Closed,2024-03-12,75.8
CP001604,C00408,B025,2025-05-10,Charges/Fees,Medium,Closed,2025-05-21,347.71
CP001605,C00177,B005,2024-09-06,Card Issue,Medium,Closed,2024-09-08,132.28
CP001606,C00311,B013,2024-04-25,App/Login,Medium,Closed,2024-04-28,346.24
CP001607,C00389,B016,2024-04-01,Loan Service,Low,Closed,2024-04-04,470.22
CP001608,C00821,B001,2025-08-01,ATM,Medium,Closed,2025-08-09,398.25
CP001609,C00357,B013,2024-02-25,Card Issue,Low,Closed,2024-03-04,452.35
CP001610,C00084,B011,2026-07-15,App/Login,Critical,Closed,2026-07-16,1051.13
CP001611,C00625,B017,2024-11-05,Charges/Fees,Low,Open,,238.19
CP001612,C00863,B010,2025-12-01,Loan Service,Low,Closed,2025-12-09,462.9
CP001613,C00809,B020,2026-08-30,App/Login,Low,Closed,2026-09-10,259.26
CP001614,C00872,B008,2026-04-16,Account Service,Medium,Closed,2026-04-26,553.49
CP001615,C00109,B023,2024-05-16,Account Service,Low,Closed,2024-05-28,191.8
CP001616,C00754,B005,2024-12-09,Charges/Fees,Low,Closed,2024-12-19,635.19
CP001617,C00728,B016,2024-12-28,Account Service,Low,Open,,450.68
CP001618,C00153,B008,2025-09-06,Loan Service,Medium,Closed,2025-09-11,408.3
CP001619,C00606,B007,2024-06-08,Loan Service,Low,Closed,2024-06-11,183.88
CP001620,C00281,B016,2025-09-18,Charges/Fees,Low,Closed,2025-09-21,396.16
CP001621,C00789,B007,2024-05-14,Charges/Fees,High,Closed,2024-06-01,521.66
CP001622,C00226,B017,2024-01-14,Loan Service,High,Closed,2024-01-17,573.75
CP001623,C00050,B004,2024-05-30,Account Service,Low,Closed,2024-06-03,390.71
CP001624,C00403,B010,2024-09-29,Account Service,Medium,Closed,2024-10-04,565.56
CP001625,C00357,B013,2024-06-04,Loan Service,Low,Closed,2024-06-12,667.96
CP001626,C00913,B006,2026-08-17,Unauthorized Transaction,Medium,Closed,2026-08-17,218.88
CP001627,C00935,B023,2024-04-15,Charges/Fees,High,Closed,2024-04-21,228.96
CP001628,C00943,B022,2025-07-14,Account Service,Medium,Closed,2025-07-14,394.08
CP001629,C00252,B019,2024-10-06,Card Issue,Medium,Open,,272.7
CP001630,C00428,B024,2024-10-22,Account Service,Medium,Closed,2024-11-03,504.0
CP001631,C00534,B004,2024-09-07,ATM,Medium,Open,,443.81
CP001632,C00350,B024,2025-01-23,App/Login,Medium,Closed,2025-01-24,241.52
